-------------------- 12万以下 --------------------
id	src_id	name	guide_price	user_score	preserve_range	preserve_mean	cat_name	grade	engine	charge_fast	charge_slow	mileag	index_url	energy_type	max_power	max_torque	oil_wear	max_horse	max_speed	office_acc_time	battery_capacity	wordmouth_num	yiche_score	pc_score	score
128	3103	上汽大众-朗行	11.29-16.29	4.52	44.620000-73.300000	58.534	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/3103/#pvareaid=2042208	汽油	81.0	155.0	6.9	110.0	200.0	9.3	0	590	4.66	0	0.16476249109208585
5	614	上汽大众-朗逸	10.99-16.59	4.25	44.810000-66.750000	55.302	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/614/#pvareaid=2042208	汽油	81.0	155.0	6.2	110.0	210.0	8.3	0	347	4.75	47.6	0.1633965442031622
106	4204	一汽-大众-C-TREK蔚领	11.69-16.29	4.47	45.080000-70.980000	57.112	轿车	紧凑型车	1.5	0	0	0	//www.autohome.com.cn/4204/#pvareaid=2042208	汽油	81.0	150.0	5.8	110.0	185.0	13.2	0	233	4.65	69.5	0.16239779380336405
72	519	上汽斯柯达-明锐	11.99-17.49	4.39	38.400000-63.260000	49.882	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/519/#pvareaid=2042208	汽油	85.0	155.0	5.5	116.0	185.0	10.5	0	66	4.76	48.3	0.1599469425454736
126	2764	北京现代-朗动	11.58-12.78	4.18	45.830000-70.870000	57.844	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/2764/#pvareaid=2042208	汽油	93.8	156.0	6.2	128.0	0	0	0	925	4.45	63.5	0.15914182579517364
103	877	东风标致-标致308	8.97-15.97	4.37	39.080000-65.750000	51.872	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/877/#pvareaid=2042208	汽油	86.0	150.0	5.9	117.0	195.0	0	0	4	4.69	47.2	0.15911584472178952
151	3873	东风雪铁龙-C4世嘉	9.88-14.18	4.5	38.840000-65.520000	50.442	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/3873/#pvareaid=2042208	汽油	86.0	150.0	6.2	117.0	192.0	0	0	165	4.58	42.5	0.1574637544192374
36	982	上汽通用别克-英朗	10.99-14.49	4.55	38.310000-66.460000	51.494	轿车	紧凑型车	1.0	0	0	0	//www.autohome.com.cn/982/#pvareaid=2042208	汽油	92.0	170.0	5.1	125.0	180.0	0	0	220	4.85	47.1	0.15504118774831296
238	2767	广汽菲克菲亚特-菲翔	10.08-14.18	4.5	32.260000-60.580000	46.144	轿车	紧凑型车	1.4	0	0	0	//www.autohome.com.cn/2767/#pvareaid=2042208	汽油	110.0	230.0	7.3	150.0	207.0	0	0	5	4.36	43.4	0.15427146343106873
75	657	上汽通用雪佛兰-科鲁兹	10.99-16.99	4.58	36.730000-62.450000	48.634	轿车	紧凑型车	1.5	0	0	0	//www.autohome.com.cn/657/#pvareaid=2042208	汽油	84.0	146.0	6.1	114.0	180.0	12.1	0	154	4.4	4.65	0.15064304656535388
277	3267	广汽菲克菲亚特-致悦	10.08-14.88	4.38	29.540000-53.590000	41.052	轿车	紧凑型车	1.4	0	0	0	//www.autohome.com.cn/3267/#pvareaid=2042208	汽油	110.0	230.0	7.3	150.0	207.0	0	0	8	4.52	44.7	0.1483521675372031
129	210	大众(进口)-甲壳虫	18.28-25.68	4.08	42.690000-68.330000	55.214	轿车	紧凑型车	1.2	0	0	0	//www.autohome.com.cn/210/#pvareaid=2042208	汽油	77.0	175.0	5.6	105.0	180.0	10.9	0	2	4.55	48.4	0.14554157212137941
184	3197	上汽大众-朗境	14.89-17.19	0	45.350000-72.310000	58.132	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/3197/#pvareaid=2042208	汽油	96.0	225.0	6.9	131.0	200.0	12.3	0	0	4.72	50.6	0.14302554011344915
23	4764	北京奔驰-奔驰A级	21.69-29.99	4.48		0.0	轿车	紧凑型车	1.3	0	0	0	//www.autohome.com.cn/4764/#pvareaid=2042208	汽油	120.0	250.0	5.4	163.0	230.0	8.34	0	8	4.52	50.8	0.12594879888533617
==================================================
-------------------- 28万以上 --------------------
id	src_id	name	guide_price	user_score	preserve_range	preserve_mean	cat_name	grade	engine	charge_fast	charge_slow	mileag	index_url	energy_type	max_power	max_torque	oil_wear	max_horse	max_speed	office_acc_time	battery_capacity	wordmouth_num	yiche_score	pc_score	score
182	2731	Audi Sport-奥迪RS 3	52.50	4.3	38.660000-62.280000	48.454	轿车	紧凑型车	2.5	0	0	0	//www.autohome.com.cn/2731/#pvareaid=2042208	汽油	294.0	480.0	8.8	400.0	250.0	4.1	0	13	4.59	0	0.3030034619916696
47	704	福特(进口)-福克斯(进口)	24.28-37.88	4.24	54.310000-86.520000	69.194	轿车	紧凑型车	2.3	0	0	0	//www.autohome.com.cn/704/#pvareaid=2042208	汽油	257.0	440.0	8.11853	350.0	268.0	6.5	0	5	4.08	48.4	0.3019550525319064
152	2842	梅赛德斯-AMG-奔驰A级AMG	46.38-52.18	4.29	42.120000-70.140000	54.418	轿车	紧凑型车	2.0	0	0	0	//www.autohome.com.cn/2842/#pvareaid=2042208	汽油	280.0	475.0	7.7	381.0	250.0	4.2	0	2	4.52	0	0.29502706184744604
224	2967	梅赛德斯-AMG-奔驰CLA级AMG	55.88-59.18	4.17	41.370000-71.120000	54.51	轿车	紧凑型车	2.0	0	0	0	//www.autohome.com.cn/2967/#pvareaid=2042208	汽油	280.0	475.0	7.7	381.0	250.0	4.2	0	24	0	52.1	0.2855510902567767
89	372	大众(进口)-高尔夫(进口)	21.46-38.18	4.43	50.380000-81.860000	64.27	轿车	紧凑型车	2.0	0	0	0	//www.autohome.com.cn/372/#pvareaid=2042208	汽油	213.0	380.0	7.0	290.0	249.0	8.4	0	6	4.59	49.2	0.2679264630865073
171	2730	奥迪(进口)-奥迪S3	37.15	4.27	48.370000-77.790000	62.96	轿车	紧凑型车	2.0	0	0	0	//www.autohome.com.cn/2730/#pvareaid=2042208	汽油	213.0	380.0	7.2	290.0	250.0	4.8	0	10	4.61	49.6	0.2641126695417334
245	370	奥迪(进口)-奥迪A3(进口)	34.35	4.67	43.660000-71.590000	58.146	轿车	紧凑型车	2.0	0	0	0	//www.autohome.com.cn/370/#pvareaid=2042208	汽油	140.0	320.0	6.5	190.0	250.0	7.2	0	5	4.29	4.5	0.21913276884669908
56	2966	奔驰(进口)-奔驰CLA级	23.78-35.98	4.19	56.930000-84.660000	69.568	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/2966/#pvareaid=2042208	汽油	115.0	250.0	6.1	156.0	230.0	8.3	0	8	4.57	72.8	0.20115405272482897
139	373	宝马(进口)-宝马1系(进口)	23.78-43.78	4.3	40.770000-65.740000	52.494	轿车	紧凑型车	2.0	0	0	0	//www.autohome.com.cn/373/#pvareaid=2042208	汽油	100.0	220.0	5.5	136.0	210.0	8.7	0	30	4.59	46.7	0.18760743814473974
176	398	奔驰(进口)-奔驰B级	22.58-33.98	4.44	43.150000-71.570000	56.72	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/398/#pvareaid=2042208	汽油	115.0	250.0	6.4	156.0	220.0	8.3	0	5	4.52	4.25	0.1846228352558101
342	4912	卡尔森-卡尔森 CCA22	36.80	0	48.730000-75.400000	61.43	轿车	紧凑型车	2.0	0	0	0	//www.autohome.com.cn/4912/#pvareaid=2042208	汽油	135.0	300.0	7.1	184.0	240.0	7.4	0	0	0	0	0.17814538896083834
144	52	奔驰(进口)-奔驰A级(进口)	21.98-33.68	0	47.830000-74.400000	59.528	轿车	紧凑型车	1.6	0	0	0	//www.autohome.com.cn/52/#pvareaid=2042208	汽油	115.0	250.0	6.3	156.0	224.0	8.1	0	0	4.73	52.0	0.16477987289428717
==================================================
